year,state_fips,state_usps,n_unweighted,brfss_lifesat_mean,brfss_lifesat_n,brfss_lifesat_share_very_satisfied,brfss_lifesat_share_satisfied,brfss_lifesat_share_dissatisfied,brfss_lifesat_share_very_dissatisfied,brfss_menthlth_mean_days,brfss_menthlth_n,brfss_freq_mental_distress_share,brfss_genhlth_mean,brfss_fair_poor_health_share
2005,30,MT,4983,1.5957283929217339,4728.0,0.4639625731905731,0.48433482690656965,0.043714233693407004,0.007988366209450109,3.1240656167609857,4907,0.08783615335321672,2.404440894251415,0.14407097139048208
2005,31,NE,8332,1.6122525340680978,8078.0,0.44578521611178845,0.5052618414437818,0.0398681347089731,0.009084807735456526,2.5955785293080877,8177,0.07413252181987749,2.399008486910217,0.13266470183236267
2005,32,NV,3161,1.6460404965920434,3079.0,0.4306722334408917,0.5117707266833207,0.03840134971864055,0.01915569015714711,3.525456576867362,3114,0.10316408751818579,2.5210455461600922,0.1715773255184689
2005,33,NH,6038,1.5510336331559944,5752.0,0.502380539467066,0.45197340906922967,0.03787793030434836,0.007768121159355969,3.0673050146110183,5937,0.08681625385634617,2.273501063662571,0.11057763803823394
2005,34,NJ,13663,1.6397243431793875,12551.0,0.428570546707622,0.5138305218016032,0.046902973094540404,0.010695958396234542,3.0154836169311547,13433,0.08862490042681818,2.461057744885193,0.16561322515531265
2005,35,NM,5585,1.6328745349793266,5258.0,0.4385656325004036,0.5015702821224209,0.04828800327461997,0.011576082102555273,3.5488683215036136,5527,0.10861934200514088,2.560732431231494,0.17868610119070158
2005,36,NY,7796,1.6816911189316013,7285.0,0.3959074255508711,0.5413927441086352,0.047801116198514966,0.014898714141978677,3.413538114470612,7606,0.10487272209373126,2.4796138045846994,0.16855467336189162
2005,37,NC,17261,1.6024058066627729,16880.0,0.461207009256533,0.4845450140095717,0.04488313754848503,0.009364839185410414,3.1432801374590156,16999,0.09849799535138484,2.5438174232460575,0.1855699724000164
2005,38,ND,4010,1.5835994394015773,3847.0,0.4520048030822287,0.5169018767030834,0.026582397945569547,0.004510922269118277,2.4568329392098978,3938,0.06773342165720668,2.3628860546439943,0.12021484774585796
2005,39,OH,7498,1.6226288624921335,7105.0,0.4416653337616284,0.5035892004961164,0.04519673523074861,0.009548730511506537,3.351472582058134,7363,0.09301411179480494,2.420375347075107,0.14790334315649575
2005,40,OK,13707,1.6058205890873796,13248.0,0.45728866027051995,0.49111607137566426,0.040081287349732216,0.011513981004083615,3.702293901857424,13421,0.11988278467047496,2.568962071338411,0.1873953300539627
2005,41,OR,12015,1.6382453982856822,11559.0,0.43996623071590135,0.49270774603939954,0.05644041748781501,0.010885605756884062,3.617205049865065,11794,0.10934117288081802,2.4818811737446294,0.16076859336672517
2005,42,PA,13378,1.629974363495072,12670.0,0.43584671616259324,0.5091926319204352,0.0441002241762787,0.01086042774069305,3.434855926714358,13074,0.10221695701368971,2.442820063016767,0.14565809596213378
2005,44,RI,3976,1.60413458411175,3707.0,0.4638430168714204,0.48099259575576714,0.04235117376245504,0.01281321361035761,3.1997882555651165,3912,0.0979558401593778,2.370311824135068,0.13190042698932591
2005,45,SC,8440,1.6065935923809262,8075.0,0.4632526456429827,0.47928257607208624,0.045083318545952884,0.012381459738978126,3.61946037353723,8244,0.11468415021965968,2.5270144943175126,0.17223311717268489
2005,46,SD,6915,1.5923789969577837,6708.0,0.44937990285295254,0.5138351933907394,0.03181090770187943,0.004973996054428515,2.6078586062803444,6870,0.07447664646575716,2.3816275691274997,0.12804586698168163
2005,47,TN,4749,1.575125706320793,4594.0,0.49165378943642213,0.4529441251396651,0.04402467509060981,0.011377410333302867,3.2874731741628263,4668,0.10989457644896815,2.579892105005544,0.19490476162523843
2005,48,TX,6512,1.6031204438096585,6095.0,0.46250766211863686,0.48442471736573073,0.040507135102969674,0.012560485412662808,2.915318642320003,6386,0.08997594371126807,2.5558668134671456,0.19819084180949398
2005,49,UT,5137,1.5812501584764296,5003.0,0.46924948284311224,0.4872956789111432,0.036410035171947366,0.0070448030737971625,3.355682319317137,5075,0.09250785938765385,2.3150052927920424,0.12976054634366882
2005,50,VT,6763,1.5853949072562032,6515.0,0.46632486638712406,0.48817482066891865,0.03928085224458732,0.006219460699369959,3.1633397320607304,6624,0.09491617301505036,2.2786304507161197,0.1151711642321062
2005,51,VA,5493,1.5708964603309463,5221.0,0.4809039684982054,0.47758426760674183,0.031223098960953904,0.010288664934098881,3.2188578262685903,5360,0.09448044672037562,2.3299806201428086,0.13307007791752082
2005,53,WA,23302,1.6122891855073807,22757.0,0.4567784717928977,0.48495684485798385,0.04746170939795836,0.010802973951160047,3.2878742672286707,22881,0.09649886798399568,2.394215347135722,0.13416298307142732
2005,54,WV,3553,1.6759887277441803,3479.0,0.42353033766054526,0.4944649666141271,0.0644903260459293,0.01751436967939825,4.62481254080013,3478,0.14845753400503875,2.768257040442674,0.24742766972517677
2005,55,WI,4900,1.6201875098526983,4614.0,0.44118808090221573,0.5049594607614193,0.0463293259178164,0.007523132418548688,2.891059457964613,4844,0.07825360057791604,2.3805326004653575,0.12095420176070529
2005,56,WY,5009,1.5645798193408544,4853.0,0.4823304664978549,0.474920248319701,0.0385882845261793,0.004161000656264868,2.9774936818027378,4909,0.08663923052395263,2.3724787984338738,0.13041838883494383
2005,72,PR,3789,1.6590187117606718,3710.0,0.407955230971812,0.5329021366392498,0.051311322045391884,0.007831310343546172,3.9920571540685943,3679,0.13003511710053067,2.918760391986569,0.34052020306344793
2005,78,VI,2422,1.6688445006823112,2255.0,0.390786318197601,0.5587304438987677,0.041335656927350584,0.00914758097628076,2.6663778527454234,2315,0.07485101183436862,2.5543709690943373,0.16079107012912527
2006,1,AL,3297,1.5981617720933057,3160.0,0.47268271022543357,0.4701057457062084,0.043578605817977234,0.013632938250380961,4.139210715501141,3206,0.1318947946328688,2.5967305372812355,0.21273105809719786
2006,2,AK,2113,1.5784954013985437,2021.0,0.4731067901828806,0.4833325568824541,0.03551911428790699,0.008041538646758488,3.2280733690900294,2061,0.09806850889762729,2.375994501998529,0.12542141284255798
2006,4,AZ,4814,1.5545503079823642,4569.0,0.4974297525910925,0.4608432403862496,0.031473953471858565,0.010253053550799201,3.265589100443836,4724,0.09980124829592428,2.441409877862814,0.16264413803156993
2006,5,AR,5596,1.6158948556057153,5354.0,0.45573309765218584,0.48340210860108296,0.050101634235561764,0.01076315951116953,3.9071506804112217,5470,0.12181613243421838,2.6142805056712364,0.19621988084175931
2006,6,CA,5707,1.6611426354919743,5082.0,0.4112770393498438,0.5275285854042016,0.04996907565009117,0.011225299595863462,3.8316876670949225,5674,0.11569352489471957,2.523520573181875,0.1902387367528056
2006,8,CO,6104,1.550889450338088,5855.0,0.49734689203553156,0.46174226829723847,0.03358533696084016,0.0073255027063897455,2.8192257133567975,6023,0.08201591562824356,2.314729358619794,0.11613061698931314
2006,9,CT,8501,1.574356119542547,8085.0,0.47817333921325866,0.47900397606526063,0.03311591068715521,0.009706774034325363,2.8795767248564768,8370,0.08066142433485995,2.2736992351943073,0.11474884224932387
2006,10,DE,4002,1.554003071588435,3959.0,0.5006703488958686,0.45560332450088764,0.03277923272218366,0.010947093881060055,3.593810580904499,3973,0.10966643545183648,2.355671421754285,0.12086034491061401
2006,11,DC,4023,1.615291409103374,3794.0,0.45864266102412726,0.4781748622405062,0.05243088334323191,0.010751593392134676,3.1552987517129285,3966,0.09426985998686865,2.2710628390649363,0.12937377134404662
2006,12,FL,10726,1.5719302100160353,10291.0,0.48665896355121613,0.4651702776686597,0.0377523439929966,0.01041841478712748,3.398189686750989,10474,0.1046668815703294,2.4450069134826986,0.16808698160813196
2006,13,GA,7709,1.5768778390742573,7273.0,0.4921389071047945,0.4536252886410364,0.03945486232928637,0.014780941924882711,3.4008613252765247,7596,0.10395520225271734,2.4189276878491532,0.14797060514853125
2006,15,HI,6564,1.59865409605935,6340.0,0.4454728865341955,0.5183759927404171,0.02817525885722912,0.007975861868158155,2.6762518048172437,6463,0.07623223212242858,2.52013590541651,0.1474505351545661
2006,16,ID,5343,1.5708450778756569,5153.0,0.4773472737658492,0.48181827313033226,0.033476554566130974,0.007357898537687531,3.5740637443707577,5260,0.10786084623157989,2.409252376810762,0.1387845353579493
2006,17,IL,5180,1.618284466046567,5100.0,0.4343590170025134,0.5213904972905756,0.03585748836474153,0.00839299734216939,3.0604102475324555,5130,0.08312993937146809,2.4988121626829245,0.16125237931996803
2006,18,IN,6542,1.6489645585610588,6300.0,0.421535793167143,0.5199545815119176,0.04651889891367701,0.01199072640726242,3.6706342098103013,6418,0.11134388353176215,2.5298002362289362,0.16459917926800896
2006,19,IA,5437,1.5710846701351693,5223.0,0.47158045978932456,0.49034634885499834,0.033481252786860635,0.004591938568816527,2.5176443891160454,5363,0.0729458975982388,2.4086605815745883,0.12984853561264537
2006,20,KS,8304,1.5841547773676339,8124.0,0.46165723945506576,0.49839961725674875,0.034074269753671206,0.005868873534514236,2.9756392826017617,8181,0.09089987977040466,2.423406817580677,0.142594065784854
2006,21,KY,6174,1.6586063248718492,5414.0,0.43426433118009816,0.48799176209817785,0.0626171573915006,0.015126749330223297,4.332278645858074,5995,0.14102018771135202,2.6862276397306326,0.23123708574600316
2006,22,LA,7084,1.5622793024777566,6815.0,0.5007084905982974,0.44663538899966804,0.042324447728015,0.010331672674019517,3.3490656368976177,6843,0.10358545873848037,2.5240300457208207,0.1842611040236862
2006,23,ME,4040,1.561356375742195,3876.0,0.4978121745637539,0.4513280553751406,0.042550989816262444,0.008308780244843153,3.2316266374185534,4000,0.09792079815203444,2.3584956961192054,0.13738291181406886
2006,24,MD,8908,1.5690365628114324,8457.0,0.4834969759576743,0.4721914582072029,0.03608959290113859,0.008221972933984086,3.0967111585635942,8792,0.08782751947548148,2.305301488606013,0.1255914194116959
2006,25,MA,12726,1.6027733150679984,11943.0,0.4594605164990308,0.48796652067322216,0.042912094088465,0.00966086873928215,3.245335962914144,12546,0.0956801389057789,2.2935307598872785,0.12376508865033076
2006,26,MI,5661,1.6402070812853131,5549.0,0.42564265371590715,0.516866871061557,0.04913121544385171,0.008359259778684134,3.6057083158319214,5589,0.1096495511192488,2.464721202677864,0.15224988438445464
2006,27,MN,4254,1.5035678719922931,4218.0,0.5362085735841661,0.42790875782781645,0.031988891599575464,0.003893776988441959,2.3704369481679373,4230,0.06694607883436612,2.2857099750880754,0.10810277724936972
2006,28,MS,6039,1.6167560731986663,5850.0,0.454394163534247,0.4861680596479267,0.04772531690273907,0.01171245991508719,4.460526249472153,5901,0.14535000982224938,2.681126534341496,0.22528119246640352
2006,29,MO,5391,1.621096977095275,5158.0,0.443690811201787,0.5003597427563076,0.047111103786748924,0.008838342255156612,3.735255945950164,5314,0.11551291470243973,2.506724609880521,0.16787047371597974
2006,30,MT,6059,1.55457090555766,5789.0,0.4878403834928881,0.47687610639834416,0.02815573116698733,0.007127778941780473,2.966898791184085,5969,0.08529072817317496,2.371172214946192,0.13239878061886234
2006,31,NE,7967,1.582708229406663,7701.0,0.4633430558565553,0.4964545780262565,0.03435344697115774,0.005848919146030415,2.6398417603928475,7828,0.07834641974642916,2.4032818587337985,0.12877007872293023
2006,32,NV,3591,1.6385429780953251,3474.0,0.4316895105880976,0.5084356448582004,0.04951720042398162,0.010357644129720478,3.4900467406950044,3541,0.10715705512078444,2.5419464684950386,0.1845797300794526
2006,33,NH,6043,1.5673687818554243,5763.0,0.4920593707436202,0.4612242449397661,0.03400461603418307,0.0127117682824306,3.0029737257089346,5971,0.08784641267090883,2.2377631812548704,0.1114812059450816
2006,34,NJ,13451,1.6207100926498346,12531.0,0.44063442694067706,0.5084905156231696,0.04040559528179484,0.010469462154358415,3.239727613875612,13210,0.10103909693886753,2.4452712888719703,0.1622560046270561
2006,35,NM,6581,1.5797301123622074,6256.0,0.4750248412855378,0.48026506218737336,0.034665239406433394,0.010044857120655537,3.3603623099637177,6501,0.10093754838335864,2.497008409659202,0.17844678014030962
2006,36,NY,5928,1.6457464956338594,5614.0,0.4153162201778559,0.5345538079613065,0.0391972279099601,0.010932743950877611,3.2378835479508083,5790,0.09131190092207182,2.467107925978586,0.166452310942554
2006,37,NC,15648,1.585436643156083,15240.0,0.4739127033250694,0.4774615153851414,0.03790221609842597,0.010723565191363135,3.390577060731616,15371,0.10265257737365728,2.521943480056509,0.181284155117032
2006,38,ND,4780,1.5787457599357226,4618.0,0.4605049823273527,0.503990836978651,0.031757619124916495,0.0037465615690797,2.533211945053378,4674,0.07259525177615994,2.370635345559044,0.1148070966595707
2006,39,OH,5835,1.638329662496134,5568.0,0.4230243159224619,0.5242830856291908,0.044031218478099224,0.008661379970248302,4.033014989719797,5686,0.1229013926861276,2.4548471262737643,0.14685272424073523
2006,40,OK,7020,1.6149966348141729,6822.0,0.44884698255297933,0.496925065406879,0.04461228671313045,0.009615665327011049,4.3184318538418855,6883,0.13637159142949767,2.6101301100073337,0.20215584455491897
2006,41,OR,4866,1.5920432651850889,4727.0,0.46855362157417585,0.4796126448383879,0.04307058041560749,0.008763153171828679,2.9185489086705116,4792,0.08143956455356326,2.3921989796496077,0.14203397357700867
2006,42,PA,13257,1.6318696270563076,12651.0,0.4366298180990677,0.50809939828527,0.0420421220759498,0.013228661539712569,3.3765108237441717,13019,0.09934218351496146,2.4277264322047167,0.14747798942189738
2006,44,RI,4515,1.611041626957591,4328.0,0.45445346592778807,0.49017838622111337,0.04524120281681855,0.010126945034280087,3.390498813506852,4458,0.10284360030786006,2.3899803033103115,0.1412003405791855
2006,45,SC,9034,1.5747741889951063,8732.0,0.4767697429185998,0.47961329963152893,0.035689982986036296,0.007926974463834977,3.4587963076119896,8823,0.10347522496812797,2.5198539775419495,0.1696829766723034
2006,46,SD,6649,1.5657756152612505,6441.0,0.4677089687177422,0.5041767458253914,0.022743986934739994,0.005370298522126357,2.4091003130635005,6553,0.06808076444223941,2.361330194388546,0.11559865030441951
2006,47,TN,4416,1.5601255493177089,4258.0,0.4975007281270956,0.45285507586987134,0.041662114561261815,0.007982081441771243,3.234620824904317,4357,0.09888116594276541,2.554286489258304,0.18789388327965714
2006,48,TX,6854,1.5625415252861998,6513.0,0.4827179325242888,0.4791913935558831,0.030921890029167044,0.007168783890660955,3.0184990386422137,6725,0.08869534099724544,2.46331485737942,0.1737608670449583
2006,49,UT,5210,1.5477793189406752,5080.0,0.4989543295550835,0.461676836714359,0.03200401896535614,0.007364814765201381,3.272853453713362,5139,0.09107775740594863,2.3337600999181687,0.12878664775089055
2006,50,VT,7016,1.56053166687175,6844.0,0.4845208447278906,0.4774624804884964,0.030980837967585488,0.007035836816027468,2.956922714954572,6899,0.0843422521702469,2.260305030843637,0.10932796002457221
2006,51,VA,5453,1.5416495377463095,5219.0,0.5033622783832846,0.45740605886466096,0.0334515093745144,0.005780153377539814,3.2802600141482245,5325,0.10295333726653944,2.34342351282291,0.13077072585934152
2006,53,WA,23760,1.5856116781032659,23199.0,0.472302696257528,0.47878428302178355,0.03991166708058292,0.009001353640105457,3.205250636732208,23377,0.09377705341068546,2.400567213075037,0.1352995287018587
2006,54,WV,3794,1.641579703690556,3733.0,0.4435449173405843,0.48581122141095523,0.0561631014657803,0.014480759782680137,4.424807005381271,3726,0.14643407544196857,2.696338748670396,0.22476797508327195
2006,55,WI,4831,1.584265936196219,4566.0,0.46240502818418333,0.4968010719322936,0.03491683538664352,0.005877064496879549,3.048487258572452,4783,0.08192761778477377,2.373570976668325,0.12195155945401513
2006,56,WY,4993,1.5533520859778476,4862.0,0.4844303800772518,0.48341304458608214,0.02653068461823217,0.005625890718433791,3.2068616645680272,4906,0.093487874771696,2.401472802779042,0.13883315924340472
2006,72,PR,4687,1.6291322598248292,4572.0,0.4232670517144957,0.5302788505574413,0.04050888391680113,0.005945213811261908,4.050434097370988,4585,0.13601263612108436,2.862277827151859,0.32883844938006523
2006,78,VI,3233,1.6843701846354444,3076.0,0.37575484759224154,0.5719111445707651,0.04454298344630129,0.007791024390692244,2.521369475294686,3116,0.0686711520662972,2.5424972438832567,0.16445614272426082
2007,1,AL,7250,1.6189522663968317,6920.0,0.4524766267483522,0.49130037113544245,0.04101711108722638,0.015205891028978825,4.004669190110308,7063,0.12842145521821907,2.6517104807736778,0.21406019049242092
2007,2,AK,2552,1.6037558832262764,2420.0,0.4696767292370335,0.46425192261717063,0.058710083828281724,0.007361264317514108,3.214296609345253,2450,0.09530528877045791,2.3961018987495586,0.13809792013799735
2007,4,AZ,4733,1.5688405696435244,4474.0,0.48804722238712944,0.4669571112872922,0.03310354062050274,0.011892125705075455,3.3995123513297556,4657,0.09854257126939277,2.479862046521622,0.1734944346593822
2007,5,AR,5733,1.6154518910825895,5444.0,0.455818154644279,0.48648848566174113,0.04411667366109111,0.01357668603288876,3.5760783925638653,5588,0.11043973259937201,2.628091384296631,0.20131058580957234
2007,6,CA,5691,1.664504316393142,5254.0,0.4030943918648266,0.5398265446598582,0.04655941869266168,0.010519644782653376,3.474038239609208,5664,0.10050613195748102,2.485279724070558,0.17905941622834562
2007,8,CO,11908,1.5774865681818069,11199.0,0.476307903135004,0.4776690996457746,0.0382515231216313,0.007771474097589996,3.2422835089663473,11761,0.09456221463453572,2.322627480744733,0.13242716028847468
2007,9,CT,7523,1.5890117126332928,7149.0,0.46936215108790436,0.48369709541010114,0.03550764328279201,0.011433110219202541,2.9842505286548713,7420,0.08469774942597982,2.2743995149401273,0.12169821252795644
2007,10,DE,3991,1.5846376894342065,3925.0,0.48597546589486446,0.45651896823615556,0.044397976408889005,0.013107589460090965,3.609915300549487,3972,0.10677665856238186,2.3878175170591103,0.1302411860152212
2007,11,DC,3957,1.6135515610126543,3705.0,0.45402396261070493,0.487292221914543,0.049792107326145085,0.008891708148607026,2.9930314491267698,3913,0.08392031252099322,2.2964175910758042,0.13523237614583986
2007,12,FL,39549,1.5889355871920645,37026.0,0.4783303950432245,0.464095726644514,0.047881774389234286,0.009692103923027226,3.2324425592465866,38686,0.09714835429545311,2.460812605031488,0.16649571624198178
2007,13,GA,7703,1.617648790725618,7325.0,0.4547919652247501,0.4855979927903703,0.046779328019391296,0.012830713965488296,3.607809214435536,7548,0.10783136542166794,2.4569115177329572,0.157645090399723
2007,15,HI,6603,1.593884897118161,6435.0,0.449857064770529,0.5131746951142846,0.03019451834168266,0.006773721773503588,2.825868681090076,6546,0.0870077402059065,2.488039877159732,0.14673802114977536
2007,16,ID,5315,1.5946681644657668,5051.0,0.4611411358257301,0.49178897314387265,0.03833048176929812,0.008739409261099222,3.24359877867719,5234,0.09441490149886532,2.41312619924772,0.14939160151973976
2007,17,IL,5236,1.6324739837327982,5109.0,0.4318863183452574,0.5134151396127001,0.0450367820060301,0.009661760036012509,3.0754803425478,5201,0.08180018959961598,2.52421651954095,0.17299742257082149
2007,18,IN,5991,1.6485724317631698,5662.0,0.4253468067292412,0.5132143641982122,0.0489584196526825,0.012480409419864221,3.419561066633948,5889,0.10349494335311715,2.5031843936786156,0.15790182311653234
2007,19,IA,5428,1.5911017460111705,5145.0,0.4513921105866958,0.5131806775529844,0.028360567122772386,0.007066644737547234,2.4919275847694844,5335,0.07231821981082026,2.3986841423654646,0.12391861823987341
2007,20,KS,8495,1.5751626869450843,8262.0,0.47244725800621956,0.4880066557497862,0.0314822275366842,0.008063858707309916,2.641261109548971,8373,0.07892683841521923,2.381525944987193,0.1304206973457044
2007,21,KY,6908,1.6749593676070593,6282.0,0.397690653217005,0.543441950949223,0.045084770843479505,0.013782624990292461,3.724651410565932,6730,0.12250123711498724,2.7190154602081678,0.23089921687117346
2007,22,LA,6684,1.5678255780478731,6339.0,0.4996533940578795,0.4464332780995015,0.04034768357948523,0.01356564426313375,3.027501994575891,6479,0.09655342095486659,2.5627046959905733,0.19020929656625696
2007,23,ME,6830,1.5956241491515368,6559.0,0.4666920826122125,0.480807220269022,0.04268516247378205,0.00981553464498353,3.510531515036762,6720,0.10572374767102072,2.3641658632221945,0.13543606911715766
2007,24,MD,8829,1.5965884008590938,8381.0,0.4672966592002419,0.4795648085027841,0.04239200453461209,0.010746527762361865,3.2174379361032486,8704,0.0966059641727247,2.362554554768612,0.14098817146807538
2007,25,MA,21507,1.6045656180191834,20345.0,0.4605303939969266,0.48461567993984417,0.044611840110348744,0.010242085952880634,3.188968219499082,21198,0.09373041850050808,2.293645924032655,0.12650150721129724
2007,26,MI,7505,1.6603913019122585,7252.0,0.41945870678015806,0.5148930800543737,0.05144641763851933,0.014201795526948797,3.687420357649582,7378,0.1102753987101127,2.469981596276463,0.1443722228975585
2007,27,MN,4774,1.5870288180025975,4744.0,0.46384046540988016,0.49214173928320765,0.037166307201347205,0.006851488105565082,2.4988398002001175,4758,0.0698664581579605,2.3136473018652866,0.10996825947236225
2007,28,MS,7818,1.6456009035597896,7522.0,0.43325611461360963,0.5026275532671892,0.049375646065002825,0.014740686054198277,4.104213535842707,7642,0.1323708575066542,2.649895753524803,0.21371731802934316
2007,29,MO,5263,1.6351180654159427,5005.0,0.44212191519502375,0.4939073377052566,0.050701513588473336,0.013269233511246396,3.754528649893782,5206,0.11293862010362626,2.513939647203973,0.17132070781504258
2007,30,MT,5995,1.5720515782700701,5763.0,0.48812642201502704,0.46279975101866005,0.037969653647528426,0.011104173318784466,3.1652374617907917,5911,0.09401721454721466,2.4044939486194203,0.1444309023018332
2007,31,NE,10944,1.6090343101451037,10528.0,0.4398944597892941,0.5187108729614065,0.033860564564201376,0.007534102685098095,2.5648697437237766,10778,0.07408799785153893,2.3760647109020225,0.12079907488573287
2007,32,NV,4125,1.6343180149521717,3940.0,0.4339001364076143,0.5086156679551673,0.04675023991465121,0.010733955722567225,3.7972221428827835,4082,0.11235156548064912,2.539617753124103,0.17333814623226995
2007,33,NH,5990,1.5903864203419822,5716.0,0.4734249971996679,0.4720194443550053,0.045299699349003256,0.009255859096323526,3.477211878531967,5913,0.09989632436214005,2.3239655449482166,0.12706299450891487
2007,34,NJ,7236,1.6162022067195738,6753.0,0.4474531000843144,0.4991549348681895,0.04312862329110363,0.010263341756392394,3.4456836917443967,7129,0.10304965568840745,2.4615004913534224,0.17099140886475828
2007,35,NM,6606,1.6163223431391198,6224.0,0.4413716122356926,0.5102256861151826,0.03911144792343704,0.009291253725687648,3.370267898841156,6519,0.104057260583734,2.5494218708860723,0.1752398130890958
