state,year,real_gdp,population,gdp_per_capita
VT,2005,29283.2,621.215,47138.5913089671
VT,2006,29420.9,622.892,47232.74660775864
VT,2007,29296.6,623.481,46988.76148591537
VT,2008,30168.6,624.151,48335.418832942676
VT,2009,29565.7,624.817,47318.974995878794
VT,2010,30890.6,625.886,49354.994359995275
VT,2011,31663.6,627.197,50484.29759708672
VT,2012,31898.1,626.361,50926.06340433073
VT,2013,31494.6,626.603,50262.44687625179
VT,2014,31847.7,625.693,50899.88221060488
VT,2015,32042.9,625.81,51202.28184273183
VT,2016,32312.7,624.366,51752.81805863868
VT,2017,32589.2,625.132,52131.70978289386
VT,2018,32827.8,624.802,52541.125028409006
VT,2019,33339.4,624.046,53424.58729003951
VT,2020,32408.7,642.977,50404.135762243444
VT,2021,33584.3,647.21,51890.885493116606
VT,2022,34915.9,648.142,53870.75671689228
VT,2023,35499.4,648.708,54723.23449071077
VT,2024,36398.9,648.493,56128.43932008518
VA,1997,319992.6,6732.878,47526.86741093482
VA,1998,338931.5,6789.225,49921.97194819732
VA,1999,356391.8,6872.912,51854.55597278126
VA,2000,372914.1,7105.817,52480.11593881463
VA,2001,386444.7,7198.362,53685.08835760135
VA,2002,390242.4,7286.873,53554.1651405205
VA,2003,404522.2,7366.977,54910.20265164395
VA,2004,421744.4,7475.575,56416.31580179451
VA,2005,442089.5,7577.105,58345.43668063199
VA,2006,451263.1,7673.725,58806.26423282043
VA,2007,457568.9,7751.0,59033.53115727003
VA,2008,462034.7,7833.496,58981.92837527459
VA,2009,460075.3,7925.937,58046.8025420843
VA,2010,475699.3,8024.004,59284.52926992559
VA,2011,479571.4,8102.437,59188.537967033866
VA,2012,483041.4,8187.456,58997.739957320075
VA,2013,488741.3,8255.861,59199.31306983002
VA,2014,488918.6,8315.43,58796.550509113775
VA,2015,498943.6,8367.303,59630.158009098035
VA,2016,505107.7,8417.651,60005.778334121955
VA,2017,515167.2,8471.011,60815.31472453524
VA,2018,527767.5,8510.92,62010.62869819009
VA,2019,541028.0,8556.642,63229.009697963294
VA,2020,535224.4,8637.615,61964.37326738921
VA,2021,565790.7,8658.91,65342.023418652
VA,2022,579301.8,8683.414,66713.59905217003
VA,2023,599261.0,8734.685,68607.05337399116
VA,2024,613708.7,8811.195,69651.01782448351
WA,1997,281522.2,5604.105,50234.99738138383
WA,1998,299817.0,5687.832,52711.99993248745
WA,1999,322721.6,5756.361,56063.474823764525
WA,2000,325857.6,5910.512,55131.873516203
WA,2001,317860.6,5985.722,53103.13442555468
WA,2002,321977.1,6052.349,53198.70020714271
WA,2003,327645.2,6104.115,53676.11848728276
WA,2004,335449.3,6178.645,54291.72577482603
WA,2005,358396.3,6257.305,57276.46326973034
WA,2006,372145.0,6370.753,58414.60185318753
WA,2007,394221.9,6461.587,61010.073840992925
WA,2008,401093.2,6562.231,61121.469207652095
WA,2009,390814.0,6667.426,58615.423703240194
WA,2010,403471.3,6743.009,59835.49777258194
WA,2011,411575.7,6827.479,60282.235946826055
WA,2012,426447.0,6898.599,61816.46447343873
WA,2013,439472.2,6966.252,63085.88893999241
WA,2014,456186.5,7057.531,64638.256636775666
WA,2015,476715.4,7167.287,66512.67069394598
WA,2016,495724.9,7299.961,67907.88334348635
WA,2017,527169.4,7427.951,70971.03898504446
WA,2018,561785.7,7526.793,74638.12277021569
WA,2019,588794.4,7614.024,77330.25270211913
WA,2020,587167.8,7727.209,75987.047846124
WA,2021,626122.2,7743.76,80855.06265690053
WA,2022,643017.6,7794.123,82500.31466016125
WA,2023,670977.8,7857.32,85395.24927074372
WA,2024,702232.3,7958.18,88240.31374007625
WV,1997,60364.6,1815.588,33247.96154193573
WV,1998,61725.7,1811.688,34070.822349102054
WV,1999,63691.7,1806.928,35248.6097951883
WV,2000,63364.6,1807.021,35065.77953438283
WV,2001,63599.8,1801.481,35304.174731790124
WV,2002,64465.7,1805.414,35706.87941934648
WV,2003,65106.8,1812.295,35925.0563512011
WV,2004,66077.6,1816.438,36377.56972712529
WV,2005,67888.8,1820.492,37291.45747413336
WV,2006,68900.0,1827.912,37693.28063933056
WV,2007,69374.1,1834.052,37825.59055032246
WV,2008,70966.8,1840.31,38562.416114676336
WV,2009,70886.5,1847.775,38363.16651107413
WV,2010,71823.8,1854.265,38734.37723302764
WV,2011,73175.2,1856.606,39413.42428064974
WV,2012,73124.5,1857.446,39368.304650579346
WV,2013,73949.0,1854.768,39869.67642314295
WV,2014,74111.3,1850.569,40047.84474396794
WV,2015,74261.4,1843.332,40286.50291971278
WV,2016,73513.3,1832.435,40117.82136883437
WV,2017,75172.4,1818.683,41333.42644100154
WV,2018,77406.5,1805.953,42861.85742375355
WV,2019,77162.2,1795.263,42981.00055535039
WV,2020,74729.6,1791.646,41710.025306338415
WV,2021,76230.8,1785.618,42691.54992837214
WV,2022,77549.1,1774.122,43711.25548299384
WV,2023,80364.9,1770.495,45391.204154770276
WV,2024,82716.5,1769.979,46733.040335506805
WI,1997,222978.5,5200.235,42878.54298892262
WI,1998,232087.1,5222.124,44443.04654581163
WI,1999,242026.0,5250.446,46096.27448791969
WI,2000,248572.0,5373.999,46254.56759482092
WI,2001,252941.8,5406.835,46781.86036747931
WI,2002,257966.9,5445.162,47375.43162168545
WI,2003,265745.8,5479.203,48500.812983202115
WI,2004,275412.4,5514.026,49947.60634063024
WI,2005,282065.7,5546.166,50857.781754098236
WI,2006,287146.6,5577.655,51481.5993459617
WI,2007,289855.2,5610.775,51660.456888754234
WI,2008,286204.7,5640.996,50736.554324803634
WI,2009,277279.4,5669.264,48909.24112900722
WI,2010,287652.9,5690.538,50549.33294532081
WI,2011,293664.0,5705.84,51467.26862302483
WI,2012,299007.6,5720.825,52266.517504031326
WI,2013,301550.5,5738.012,52553.131642108805
WI,2014,309425.8,5753.199,53783.26040868741
WI,2015,315687.8,5762.927,54779.073203599495
WI,2016,319272.3,5775.17,55283.61935665963
WI,2017,321886.8,5793.147,55563.37513962618
WI,2018,328832.4,5809.319,56604.29389400031
WI,2019,333256.8,5824.581,57215.5834041968
WI,2020,324014.4,5897.375,54942.13951122321
WI,2021,334848.6,5881.608,56931.47180158895
WI,2022,341875.2,5903.975,57905.93625481137
WI,2023,347108.2,5930.405,58530.26901198148
WI,2024,354382.1,5960.975,59450.358372581664
WY,1997,24257.7,480.031,50533.611370932296
WY,1998,24804.7,480.045,51671.61411950963
WY,1999,25866.8,479.602,53933.886847844675
WY,2000,26614.2,494.3,53842.20109245397
WY,2001,28338.1,494.657,57288.383667874914
WY,2002,28901.3,500.017,57800.63477841754
WY,2003,29806.6,503.453,59204.334863433134
WY,2004,30780.1,509.106,60459.11853327205
WY,2005,32463.1,514.157,63138.496607067485
WY,2006,36655.6,522.667,70131.84302816133
WY,2007,39504.8,534.876,73857.86612224142
WY,2008,41641.2,546.043,76259.92824740909
WY,2009,40599.6,559.851,72518.5808366869
WY,2010,39135.8,564.531,69324.44808168197
WY,2011,38929.8,567.491,68599.85444703088
WY,2012,38085.0,576.656,66044.57423489915
WY,2013,38408.7,582.62,65924.10147265799
WY,2014,39287.2,583.159,67369.61960631663
WY,2015,40063.9,586.389,68323.07563750343
WY,2016,37853.5,585.243,64679.97054215086
WY,2017,37620.3,579.994,64863.257206109025
WY,2018,37977.2,579.054,65584.90227163615
WY,2019,38577.1,580.116,66498.94159099215
WY,2020,36463.5,577.681,63120.47652597194
WY,2021,37182.6,579.636,64148.18955344389
WY,2022,37690.6,581.978,64762.92918289008
WY,2023,39843.2,585.067,68100.23467397751
WY,2024,39780.7,587.618,67698.23252521195
