AR,2002,1,192.49
AR,2002,2,193.33
AR,2002,3,196.54
AR,2002,4,198.91
AR,2003,1,200.38
AR,2003,2,201.74
AR,2003,3,204.16
AR,2003,4,207.24
AR,2004,1,209.77
AR,2004,2,213.35
AR,2004,3,216.78
AR,2004,4,220.59
AR,2005,1,223.73
AR,2005,2,228.85
AR,2005,3,233.93
AR,2005,4,237.1
AR,2006,1,240.5
AR,2006,2,244.11
AR,2006,3,246.58
AR,2006,4,248.72
AR,2007,1,250.89
AR,2007,2,252.62
AR,2007,3,252.14
AR,2007,4,253.33
AR,2008,1,253.16
AR,2008,2,252.41
AR,2008,3,249.55
AR,2008,4,250.79
AR,2009,1,252.91
AR,2009,2,249.82
AR,2009,3,245.75
AR,2009,4,244.77
AR,2010,1,241.41
AR,2010,2,242.18
AR,2010,3,242.91
AR,2010,4,241.94
AR,2011,1,238.01
AR,2011,2,236.36
AR,2011,3,238.59
AR,2011,4,239.71
AR,2012,1,239.16
AR,2012,2,236.7
AR,2012,3,240.1
AR,2012,4,241.48
AR,2013,1,242.32
AR,2013,2,242.71
AR,2013,3,243.32
AR,2013,4,242.84
AR,2014,1,244.18
AR,2014,2,244.31
AR,2014,3,246.32
AR,2014,4,249.12
AR,2015,1,248.87
AR,2015,2,249.96
AR,2015,3,253.4
AR,2015,4,255.49
AR,2016,1,254.08
AR,2016,2,257.79
AR,2016,3,260.54
AR,2016,4,261.86
AR,2017,1,264.92
AR,2017,2,265.67
AR,2017,3,268.87
AR,2017,4,271.04
AR,2018,1,273.65
AR,2018,2,276.42
AR,2018,3,278.75
AR,2018,4,280.91
AR,2019,1,283.26
AR,2019,2,286.71
AR,2019,3,289.96
AR,2019,4,292.26
AR,2020,1,294.02
AR,2020,2,296.74
AR,2020,3,301.18
AR,2020,4,308.53
AR,2021,1,314.17
AR,2021,2,329.76
AR,2021,3,348.58
AR,2021,4,363.55
AR,2022,1,373.58
AR,2022,2,396.81
AR,2022,3,409.54
AR,2022,4,409.29
AR,2023,1,415.14
AR,2023,2,426.17
AR,2023,3,432.85
AR,2023,4,436.38
AR,2024,1,438.07
AR,2024,2,448.04
AR,2024,3,457.2
AR,2024,4,458.4
AR,2025,1,462.45
AR,2025,2,466.66
AR,2025,3,471.01
AZ,1975,1,59.41
AZ,1975,2,60.39
AZ,1975,3,58.97
AZ,1975,4,55.88
AZ,1976,1,58.93
AZ,1976,2,62.61
AZ,1976,3,60.8
AZ,1976,4,61.38
AZ,1977,1,63.4
AZ,1977,2,63.49
AZ,1977,3,65.88
AZ,1977,4,69.53
AZ,1978,1,70.91
AZ,1978,2,73.52
AZ,1978,3,78.69
AZ,1978,4,82.66
AZ,1979,1,86.73
AZ,1979,2,92.24
AZ,1979,3,95.02
AZ,1979,4,98.43
AZ,1980,1,100.0
AZ,1980,2,97.94
AZ,1980,3,106.26
AZ,1980,4,107.36
AZ,1981,1,108.19
AZ,1981,2,110.95
AZ,1981,3,115.51
AZ,1981,4,108.68
AZ,1982,1,104.57
AZ,1982,2,108.41
AZ,1982,3,101.16
AZ,1982,4,107.29
AZ,1983,1,117.99
AZ,1983,2,118.23
AZ,1983,3,114.46
AZ,1983,4,112.3
AZ,1984,1,116.8
AZ,1984,2,120.74
AZ,1984,3,121.95
AZ,1984,4,121.56
AZ,1985,1,124.34
AZ,1985,2,124.72
AZ,1985,3,126.24
AZ,1985,4,128.11
AZ,1986,1,130.63
AZ,1986,2,134.47
AZ,1986,3,134.44
AZ,1986,4,132.02
AZ,1987,1,136.83
AZ,1987,2,135.75
AZ,1987,3,134.67
AZ,1987,4,132.62
AZ,1988,1,133.59
AZ,1988,2,135.26
AZ,1988,3,133.18
AZ,1988,4,133.54
AZ,1989,1,132.25
AZ,1989,2,131.67
AZ,1989,3,133.82
AZ,1989,4,132.99
AZ,1990,1,132.83
AZ,1990,2,131.98
AZ,1990,3,133.31
AZ,1990,4,131.94
AZ,1991,1,133.92
AZ,1991,2,134.82
AZ,1991,3,134.29
AZ,1991,4,138.24
AZ,1992,1,138.92
AZ,1992,2,138.66
AZ,1992,3,139.62
AZ,1992,4,140.42
AZ,1993,1,140.54
AZ,1993,2,142.24
AZ,1993,3,143.36
AZ,1993,4,145.27
AZ,1994,1,147.25
AZ,1994,2,149.35
AZ,1994,3,151.3
AZ,1994,4,152.98
AZ,1995,1,154.89
AZ,1995,2,157.67
AZ,1995,3,160.73
AZ,1995,4,162.81
AZ,1996,1,165.36
AZ,1996,2,165.6
AZ,1996,3,167.19
AZ,1996,4,168.67
AZ,1997,1,170.51
AZ,1997,2,171.39
AZ,1997,3,174.37
AZ,1997,4,177.02
AZ,1998,1,179.52
AZ,1998,2,181.0
AZ,1998,3,183.5
AZ,1998,4,185.6
AZ,1999,1,187.45
AZ,1999,2,189.83
AZ,1999,3,192.46
AZ,1999,4,194.36
AZ,2000,1,198.72
AZ,2000,2,200.96
AZ,2000,3,203.63
AZ,2000,4,206.73
AZ,2001,1,211.36
AZ,2001,2,214.6
AZ,2001,3,217.71
AZ,2001,4,219.81
AZ,2002,1,222.79
AZ,2002,2,225.77
AZ,2002,3,229.6
AZ,2002,4,232.24
AZ,2003,1,235.0
AZ,2003,2,237.47
AZ,2003,3,241.12
AZ,2003,4,249.22
AZ,2004,1,253.59
AZ,2004,2,262.62
AZ,2004,3,277.97
AZ,2004,4,289.43
AZ,2005,1,306.88
AZ,2005,2,338.58
AZ,2005,3,367.28
AZ,2005,4,392.79
AZ,2006,1,407.58
AZ,2006,2,416.1
AZ,2006,3,419.74
AZ,2006,4,423.36
AZ,2007,1,421.78
AZ,2007,2,418.07
AZ,2007,3,408.73
AZ,2007,4,401.84
AZ,2008,1,388.58
AZ,2008,2,366.07
AZ,2008,3,339.58
AZ,2008,4,327.47
AZ,2009,1,326.47
AZ,2009,2,303.12
AZ,2009,3,287.5
AZ,2009,4,278.82
AZ,2010,1,271.14
AZ,2010,2,261.65
AZ,2010,3,261.31
AZ,2010,4,254.87
AZ,2011,1,240.51
AZ,2011,2,228.56
AZ,2011,3,230.47
AZ,2011,4,235.58
AZ,2012,1,234.68
AZ,2012,2,237.47
AZ,2012,3,247.13
AZ,2012,4,254.54
AZ,2013,1,260.79
AZ,2013,2,272.5
AZ,2013,3,280.5
AZ,2013,4,288.31
AZ,2014,1,293.88
AZ,2014,2,299.07
AZ,2014,3,302.05
AZ,2014,4,307.2
AZ,2015,1,309.78
AZ,2015,2,316.4
AZ,2015,3,322.73
AZ,2015,4,327.28
AZ,2016,1,331.09
AZ,2016,2,338.07
AZ,2016,3,343.76
AZ,2016,4,349.2
AZ,2017,1,354.34
AZ,2017,2,363.45
AZ,2017,3,371.08
AZ,2017,4,375.43
AZ,2018,1,383.23
AZ,2018,2,391.33
AZ,2018,3,400.28
AZ,2018,4,404.97
AZ,2019,1,410.14
AZ,2019,2,418.34
AZ,2019,3,424.58
AZ,2019,4,431.94
AZ,2020,1,440.56
AZ,2020,2,448.31
AZ,2020,3,459.21
AZ,2020,4,475.47
AZ,2021,1,496.66
AZ,2021,2,536.24
AZ,2021,3,580.7
AZ,2021,4,610.17
AZ,2022,1,639.38
AZ,2022,2,687.19
AZ,2022,3,696.2
AZ,2022,4,670.84
AZ,2023,1,665.51
AZ,2023,2,677.09
AZ,2023,3,691.16
AZ,2023,4,696.96
AZ,2024,1,701.48
AZ,2024,2,713.91
AZ,2024,3,719.23
AZ,2024,4,720.49
AZ,2025,1,720.57
