state,year,suicide_rate,hpi_growth,log_suicide
ME,2015,16.0,3.1242306917619755,2.772588722239781
ME,2016,15.9,4.837344560428813,2.766319109226186
ME,2017,18.9,4.699014655957612,2.9391619220655967
ME,2018,16.8,4.745146110957332,2.8213788864092133
ME,2019,17.5,6.098757975008495,2.8622008809294686
ME,2020,16.2,8.584034585208776,2.785011242238338
ME,2021,17.0,20.79988203296521,2.833213344056216
ME,2022,17.5,13.687965386754207,2.8622008809294686
MI,1999,9.9,,2.2925347571405443
MI,2000,9.9,7.068295840750927,2.2925347571405443
MI,2001,10.5,5.10902014132939,2.3513752571634776
MI,2002,11.1,3.958295883516105,2.4069451083182885
MI,2003,10.2,3.932079125743515,2.322387720290225
MI,2004,10.9,3.873157421888007,2.388762789235098
MI,2005,11.0,1.9860973187686204,2.3978952727983707
MI,2006,11.2,-2.308634607532123,2.4159137783010487
MI,2007,11.1,-6.112147128802004,2.4069451083182885
MI,2008,11.8,-9.218862367727144,2.468099531471619
MI,2009,11.5,-7.936927081368584,2.4423470353692043
MI,2010,12.5,-2.0938332308953145,2.525728644308256
MI,2011,12.2,-3.0258642336988277,2.501435951739211
MI,2012,12.5,0.8976738164084397,2.525728644308256
MI,2013,12.9,6.356131571068069,2.5572273113676265
MI,2014,13.3,7.154635029157452,2.5877640352277083
MI,2015,13.8,4.800330280738629,2.624668592163159
MI,2016,13.3,5.747949718869738,2.5877640352277083
MI,2017,14.1,6.614061230018975,2.6461747973841225
MI,2018,14.3,5.6129093739080815,2.6602595372658615
MI,2019,14.3,5.398820981713182,2.6602595372658615
MI,2020,13.6,6.440658619410433,2.6100697927420065
MI,2021,14.2,15.855227882037525,2.653241964607215
MI,2022,14.5,8.876752904151441,2.6741486494265287
MN,1999,9.0,,2.19722457733622
MN,2000,8.9,10.62983122169876,2.186051276738094
MN,2001,9.6,10.0508537644189,2.26176309847379
MN,2002,9.8,8.723420241941525,2.2823823856765264
MN,2003,9.8,8.74568071872841,2.2823823856765264
MN,2004,10.2,8.217088748371527,2.322387720290225
MN,2005,10.5,7.1174795196288665,2.3513752571634776
MN,2006,10.6,1.096461171568763,2.360854001118021
MN,2007,10.8,-2.977142702204394,2.379546134130174
MN,2008,11.2,-5.896654836095339,2.4159137783010487
MN,2009,10.8,-6.438392777596292,2.379546134130174
MN,2010,11.2,-1.5045230915727736,2.4159137783010487
MN,2011,12.5,-4.192581611936452,2.525728644308256
MN,2012,12.0,0.164816683484692,2.4849066497880004
MN,2013,12.1,4.486383021592388,2.4932054526026954
MN,2014,12.2,4.486582034388564,2.501435951739211
MN,2015,13.2,4.170896004429281,2.580216829592325
MN,2016,13.2,4.990108365075141,2.580216829592325
MN,2017,13.9,5.737266923531248,2.631888840136646
MN,2018,13.7,4.77697688645371,2.617395832834079
MN,2019,13.8,4.909501688117168,2.624668592163159
MN,2020,13.1,5.783144191448697,2.5726122302071057
MN,2021,13.5,14.00828053160097,2.6026896854443837
MN,2022,14.0,6.538793362894002,2.6390573296152584
MO,1999,12.6,,2.533696813957432
MO,2000,12.5,6.115937760761803,2.525728644308256
MO,2001,12.8,5.768074379018451,2.5494451709255714
MO,2002,12.1,5.514738039009881,2.4932054526026954
MO,2003,11.8,5.1643387076719005,2.468099531471619
MO,2004,12.4,6.301974539865229,2.517696472610991
MO,2005,12.5,6.210143852884476,2.525728644308256
MO,2006,13.5,3.246413236988155,2.602689685444384
MO,2007,13.5,0.4631977550123345,2.602689685444384
MO,2008,13.0,-2.6721410782796,2.5649493574615367
MO,2009,14.3,-3.5200553250345767,2.660259537265861
MO,2010,14.0,-1.0680237975772222,2.6390573296152584
MO,2011,15.3,-2.220692653238654,2.72785282839839
MO,2012,14.9,-0.6298395761550335,2.7013612129514133
MO,2013,15.6,-0.2087916185078864,2.747270914255491
MO,2014,16.3,3.657762002615361,2.791165107812717
MO,2015,17.1,3.712514417531732,2.8390784635086144
MO,2016,18.4,4.229512754570108,2.91235066461494
MO,2017,18.5,4.544696742356047,2.917770732084279
MO,2018,18.5,4.9945780442686605,2.917770732084279
MO,2019,18.6,5.309842041312285,2.9231615807191558
MO,2020,17.9,5.884389061959139,2.884800712846709
MO,2021,18.5,16.23351857905635,2.917770732084279
MO,2022,19.0,11.036632526308377,2.9444389791664403
MS,1999,11.0,,2.3978952727983707
MS,2000,10.5,4.061084074509136,2.3513752571634776
MS,2001,11.7,5.06907488039563,2.4595888418037104
MS,2002,12.2,2.8701524608615525,2.501435951739211
MS,2003,11.9,2.695578654200048,2.476538400117484
MS,2004,12.2,4.838006683132345,2.501435951739211
MS,2005,12.7,7.183111603843306,2.5416019934645457
MS,2006,11.4,8.529069516872823,2.4336133554004498
MS,2007,13.6,2.926693670081804,2.6100697927420065
MS,2008,13.9,-1.5432694162583416,2.631888840136646
MS,2009,13.1,-3.0722206983032296,2.5726122302071057
MS,2010,13.0,-1.9607843137254832,2.5649493574615367
MS,2011,13.1,-0.6515463917525777,2.5726122302071057
MS,2012,14.0,-1.278432674746799,2.6390573296152584
MS,2013,13.0,-0.5255634039690538,2.5649493574615367
MS,2014,12.5,3.309522803161591,2.525728644308256
MS,2015,14.0,2.6020783896571587,2.6390573296152584
MS,2016,12.7,3.126246112130149,2.5416019934645457
MS,2017,15.0,1.496403990410644,2.70805020110221
MS,2018,14.4,2.2858013638614727,2.667228206581955
MS,2019,14.1,4.1454057879250605,2.6461747973841225
MS,2020,13.8,4.942421858236168,2.624668592163159
MS,2021,14.2,13.9824154852781,2.653241964607215
MS,2022,14.5,11.537656591024593,2.6741486494265287
MT,1999,17.7,,2.873564639579784
MT,2000,17.5,5.141636576310837,2.862200880929469
MT,2001,19.3,4.914385218148398,2.96010509591084
MT,2002,20.0,6.104195481788843,2.995732273553991
MT,2003,19.5,8.164595463630842,2.970414465569701
MT,2004,18.8,10.336239103362388,2.933856869835904
MT,2005,21.7,13.372897400422335,3.077312260546414
MT,2006,19.7,9.948938630013826,2.9806186357439426
MT,2007,19.4,4.959546689254313,2.9652730660692823
MT,2008,20.6,-0.1447057186586997,3.025291075795536
MT,2009,21.2,-3.843045453278704,3.054001181677967
MT,2010,21.8,-2.07222351031765,3.0819099697950434
MT,2011,22.5,-2.5037734173843478,3.1135153092103742
MT,2012,22.6,2.6348541420028626,3.1179499062782403
MT,2013,23.7,3.318446659371199,3.1654750481410856
MT,2014,23.9,4.531531789425491,3.173878458937465
MT,2015,25.3,4.146127724832938,3.2308043957334744
MT,2016,25.9,3.549829082303435,3.254242968705492
MT,2017,28.9,5.096495683087854,3.3638415951183864
MT,2018,28.9,6.122695532413558,3.3638415951183864
MT,2019,27.3,5.427927415131717,3.3068867021909143
MT,2020,27.8,7.9365079365079305,3.3250360206965914
MT,2021,28.0,25.062024809923965,3.332204510175204
MT,2022,28.5,14.00665536108534,3.349904087274605
NC,1999,11.0,,2.3978952727983707
NC,2000,12.0,4.5916382031216285,2.4849066497880004
NC,2001,12.0,4.865445826960446,2.4849066497880004
NC,2002,11.8,3.125985493535155,2.468099531471619
NC,2003,11.2,2.9242001452543853,2.4159137783010487
NC,2004,11.9,4.90603877293323,2.476538400117484
NC,2005,11.5,7.4875207986688785,2.4423470353692043
NC,2006,12.2,6.692576246624071,2.501435951739211
NC,2007,11.6,3.7105636846329615,2.451005098112319
NC,2008,12.3,-0.5834027860459501,2.509599262378372
NC,2009,12.2,-4.041916167664672,2.501435951739211
NC,2010,12.0,-2.355694227769112,2.4849066497880004
NC,2011,12.3,-3.403099536667187,2.509599262378372
NC,2012,12.7,-1.1544823023486583,2.5416019934645457
NC,2013,12.6,0.2108363173923155,2.533696813957432
NC,2014,13.1,3.28279454982634,2.5726122302071057
NC,2015,13.4,4.487987842338415,2.5952547069568657
NC,2016,13.0,5.26380937645059,2.5649493574615367
NC,2017,14.3,5.309266227657572,2.660259537265861
NC,2018,14.5,6.166601529786164,2.6741486494265287
NC,2019,14.4,5.924114538139924,2.667228206581955
NC,2020,13.8,6.888591003872513,2.624668592163159
NC,2021,14.5,21.126825982953612,2.6741486494265287
NC,2022,15.0,16.370120408006763,2.70805020110221
ND,1999,11.1,,2.4069451083182885
ND,2000,10.4,3.721434954678937,2.341805806147327
ND,2001,12.7,4.892608775924656,2.5416019934645457
ND,2002,14.3,5.356723773762018,2.660259537265861
ND,2003,12.3,5.635685248092659,2.509599262378372
ND,2004,11.1,8.060519795455745,2.4069451083182885
ND,2005,13.7,7.429993170065385,2.617395832834079
ND,2006,13.3,4.881703828164019,2.5877640352277083
ND,2007,14.2,4.160893661240039,2.653241964607215
ND,2008,13.1,3.179947624392065,2.5726122302071057
ND,2009,13.9,1.2448634276045478,2.631888840136646
ND,2010,15.6,1.9577414348812328,2.747270914255491
ND,2011,14.9,4.004214963119068,2.7013612129514133
ND,2012,15.2,8.101617321475473,2.7212954278522306
ND,2013,17.3,9.243960011108031,2.8507065015037334
ND,2014,17.8,6.42814019255824,2.87919845729804
ND,2015,17.5,3.997730936884225,2.862200880929469
ND,2016,19.0,1.6162834094106238,2.9444389791664403
ND,2017,20.1,0.9436094473951996,3.0007198150650303
ND,2018,17.9,1.3154212146655464,2.884800712846709
ND,2019,18.5,3.237569060773482,2.917770732084279
ND,2020,18.8,2.9915444717970585,2.9338568698359038
ND,2021,19.0,8.91660171473112,2.9444389791664403
ND,2022,19.5,8.363150613043246,2.970414465569701
NE,1999,10.5,,2.3513752571634776
NE,2000,11.3,3.696951281272143,2.424802725718295
NE,2001,10.9,4.112131275639785,2.388762789235098
NE,2002,11.8,3.0772117459423987,2.468099531471619
NE,2003,10.2,3.818148721215975,2.322387720290225
NE,2004,9.5,4.848112918073033,2.2512917986064958
NE,2005,10.9,3.231740457376975,2.388762789235098
NE,2006,11.2,1.5430098817430735,2.4159137783010487
NE,2007,10.1,0.5264627288318113,2.312535423847214
NE,2008,10.6,-0.404681610791513,2.360854001118021
NE,2009,9.3,-0.6732263076126399,2.2300144001592104
NE,2010,10.4,0.1684446939921313,2.341805806147327
NE,2011,10.5,0.4204035874439515,2.3513752571634776
NE,2012,12.5,0.9927833818428322,2.525728644308256
NE,2013,11.6,2.731938412949076,2.451005098112319
NE,2014,13.4,3.908231496426096,2.5952547069568657
NE,2015,11.7,4.519397906727329,2.4595888418037104
NE,2016,13.1,4.154134673224585,2.5726122302071057
NE,2017,14.7,5.85357567521656,2.6878474937846906
NE,2018,14.0,4.9618075614609625,2.6390573296152584
NE,2019,13.7,5.152274951076308,2.617395832834079
NE,2020,13.2,5.440693244932993,2.580216829592325
NE,2021,13.8,15.568119139547697,2.624668592163159
NE,2022,14.2,10.483235890705167,2.653241964607215
NH,1999,11.2,,2.4159137783010487
NH,2000,10.3,14.51278220451526,2.33214389523559
NH,2001,13.2,11.41593882506433,2.580216829592325
NH,2002,10.3,12.132843248869673,2.33214389523559
NH,2003,12.0,9.996228932787975,2.4849066497880004
NH,2004,9.9,10.944381444658347,2.2925347571405443
NH,2005,12.0,8.85450093893365,2.4849066497880004
NH,2006,11.2,0.4891470498318506,2.4159137783010487
NH,2007,11.2,-2.698943891520711,2.4159137783010487
NH,2008,13.1,-6.271216723244589,2.5726122302071057
NH,2009,11.9,-6.166603126191383,2.476538400117484
NH,2010,14.1,-1.1122397155916677,2.6461747973841225
NH,2011,13.8,-2.983924811257765,2.624668592163159
NH,2012,14.1,-1.3710958178930643,2.6461747973841225
NH,2013,12.8,1.0385915946540702,2.5494451709255714
NH,2014,17.8,3.779648861855556,2.87919845729804
NH,2015,16.5,3.821150696150677,2.803360380906535
NH,2016,17.2,4.558116602982865,2.8449093838194077
NH,2017,18.9,5.540623379072951,2.9391619220655967
NH,2018,17.2,5.39272629791796,2.8449093838194073
NH,2019,16.3,5.684853109500199,2.791165107812717
NH,2020,15.8,8.317288407541113,2.760009940032921
NH,2021,16.5,19.286388801451658,2.803360380906535
NH,2022,17.0,11.939835152041955,2.833213344056216
NJ,1999,6.6,,1.88706964903238
NJ,2000,6.6,9.802406446627687,1.88706964903238
NJ,2001,6.8,10.368285245132537,1.916922612182061
NJ,2002,6.3,12.843479580992856,1.840549633397487
NJ,2003,6.7,12.199650208529532,1.9021075263969205
NJ,2004,6.8,15.213794095781674,1.916922612182061
NJ,2005,6.1,14.988655995670564,1.8082887711792652
NJ,2006,6.5,4.266526681630567,1.8718021769015916
NJ,2007,6.7,-2.1388517560458897,1.9021075263969205
NJ,2008,6.8,-7.262857244229992,1.916922612182061
NJ,2009,6.2,-6.641798182687719,1.824549292051046
NJ,2010,7.7,-0.8524066143474673,2.0412203288596382
NJ,2011,7.5,-4.602475871618406,2.0149030205422647
NJ,2012,7.4,-1.941074523396891,2.0014800002101243
NJ,2013,8.0,0.4639448568398707,2.079441541679836
NJ,2014,8.3,2.990719971852029,2.1162555148025524
NJ,2015,8.3,1.9558440449246373,2.1162555148025524
NJ,2016,7.2,3.162303664921473,1.9740810260220096
NJ,2017,8.3,2.155907429963455,2.1162555148025524
NJ,2018,8.3,2.3190652199833073,2.1162555148025524
NJ,2019,8.1,4.583503272543665,2.0918640616783932
NJ,2020,7.5,5.849690802057594,2.0149030205422647
NJ,2021,8.0,16.193266548535924,2.0794415416798357
NJ,2022,8.5,11.890561536487043,2.1400661634962708
NM,1999,18.1,,2.89591193827178
NM,2000,18.3,1.8332407454168864,2.9069010598473755
NM,2001,20.3,4.557627454870072,3.0106208860477417
NM,2002,19.2,4.4016506189821225,2.954910279033736
NM,2003,18.6,5.901594657216847,2.923161580719156
NM,2004,18.8,8.1123981123981,2.933856869835904
NM,2005,17.8,13.896273957382643,2.87919845729804
NM,2006,17.9,11.876807302372594,2.884800712846709
NM,2007,20.3,2.892999501743909,3.0106208860477417
NM,2008,20.9,-3.4442056838473567,3.039749158970765
NM,2009,18.2,-4.548161614895152,2.9014215940827497
NM,2010,20.1,-2.3610928674635434,3.0007198150650303
NM,2011,20.3,-3.612148118252445,3.0106208860477417
NM,2012,21.3,-1.566698070414163,3.05870707271538
NM,2013,20.3,0.7054236086494026,3.0106208860477417
NM,2014,21.0,1.4924847759512971,3.044522437723423
NM,2015,23.7,1.5676481809038467,3.1654750481410856
NM,2016,22.5,4.312788116783328,3.1135153092103742
NM,2017,23.3,2.625376456723849,3.1484533605716547
NM,2018,24.8,3.7799043062201054,3.2108436531709366
NM,2019,25.0,5.581681266328564,3.2188758248682006
NM,2020,24.2,6.9925184128555085,3.186352633162641
NM,2021,25.5,17.076157048404216,3.2386784521643803
NM,2022,26.0,12.119733203188531,3.258096538021482
NV,1999,21.3,,3.05870707271538
NV,2000,20.2,4.616269343370982,3.005682604407159
NV,2001,18.7,6.806256558892598,2.928523523860541
NV,2002,19.7,6.554999298179953,2.9806186357439426
NV,2003,19.9,13.142179678580844,2.990719731730447
NV,2004,18.9,34.47432762836185,2.9391619220655967
NV,2005,19.8,17.598845598845614,2.9856819377004897
NV,2006,19.3,2.4884656915676877,2.96010509591084
NV,2007,18.0,-8.361668502466358,2.8903717578961645
NV,2008,19.7,-26.02822053828064,2.9806186357439426
NV,2009,18.7,-16.659013034723934,2.928523523860541
NV,2010,19.8,-9.108633916839748,2.9856819377004897
NV,2011,18.4,-12.269166200335755,2.91235066461494
NV,2012,18.2,3.917503853718185,2.9014215940827497
NV,2013,18.6,21.64705882352942,2.923161580719156
NV,2014,19.6,11.290051299302007,2.975529566236472
NV,2015,18.4,11.032606642233713,2.91235066461494
NV,2016,21.4,8.14645931874638,3.0633909220278057
NV,2017,20.3,10.814637676599226,3.0106208860477417
NV,2018,21.3,12.377193480606508,3.0587070727153796
NV,2019,21.0,3.7799732167673294,3.044522437723423
NV,2020,19.8,6.198719353346482,2.9856819377004897
NV,2021,20.5,23.98725326119353,3.0204248861443626
NV,2022,21.0,8.002662623423685,3.044522437723423
NY,1999,6.3,,1.840549633397487
NY,2000,5.9,9.170636967802649,1.7749523509116738
NY,2001,6.5,9.292564280750517,1.8718021769015916
NY,2002,6.3,11.241670481713207,1.840549633397487
NY,2003,5.9,11.305958205679278,1.7749523509116738
NY,2004,6.0,12.965511574882417,1.791759469228055
NY,2005,6.0,12.072006546049629,1.791759469228055
NY,2006,6.7,3.3098614401142257,1.9021075263969205
NY,2007,7.1,-0.9909853315325012,1.9600947840472696
NY,2008,7.1,-4.861761020256017,1.9600947840472696
NY,2009,7.0,-4.196538730867983,1.9459101490553128
NY,2010,7.7,0.0887558517951303,2.0412203288596382
NY,2011,8.2,-2.609890109890112,2.1041341542702074
NY,2012,8.3,-1.1319205156130052,2.1162555148025524
NY,2013,8.1,0.6771764450945295,2.091864061678393
NY,2014,8.1,3.065360883914492,2.091864061678393
NY,2015,7.8,2.7775360679417327,2.0541237336955462
NY,2016,8.1,4.3991398140779125,2.091864061678393
NY,2017,8.1,4.778201281323491,2.091864061678393
NY,2018,8.3,3.9891023358771482,2.1162555148025524
NY,2019,8.3,5.077555151984292,2.1162555148025524
NY,2020,7.8,5.706271515391914,2.0541237336955462
NY,2021,8.2,13.876194432904043,2.1041341542702074
NY,2022,8.5,9.981052359040143,2.1400661634962708
OH,1999,9.7,,2.272125885509337
OH,2000,9.5,4.834331710969675,2.2512917986064958
OH,2001,10.6,4.772108388018381,2.360854001118021
OH,2002,11.2,3.199829569663404,2.4159137783010487
OH,2003,9.3,3.69101193179473,2.2300144001592104
OH,2004,11.4,3.428230141349786,2.4336133554004498
OH,2005,11.5,2.787188173698807,2.4423470353692043
OH,2006,11.3,-0.239700374531826,2.424802725718295
OH,2007,11.1,-1.7382489863342787,2.4069451083182885
OH,2008,12.2,-3.339319145684483,2.501435951739211
OH,2009,10.0,-2.628562393770506,2.302585092994046
OH,2010,12.2,-0.95802549322076,2.501435951739211
OH,2011,12.3,-3.0576276743995323,2.509599262378372
OH,2012,13.0,-0.9935734821579612,2.5649493574615367
OH,2013,12.9,0.1836272793269922,2.5572273113676265
OH,2014,12.6,3.895993179880653,2.533696813957432
OH,2015,13.9,3.5365553458603483,2.631888840136646
OH,2016,14.2,4.113171659533998,2.653241964607215
OH,2017,14.8,4.936439065235576,2.694627180770069
OH,2018,15.4,5.24826810779444,2.7343675094195836
OH,2019,15.1,5.817079054380048,2.714694743820879
OH,2020,14.6,7.337328209470462,2.681021528714291
OH,2021,15.2,15.115749871051932,2.7212954278522306
OH,2022,15.5,10.023457473445596,2.740840023925201
OK,1999,14.4,,2.667228206581955
OK,2000,14.6,4.6506734006734,2.681021528714291
OK,2001,14.9,5.549969837120461,2.7013612129514133
OK,2002,14.4,4.159522448720399,2.667228206581955
OK,2003,13.7,3.578831849774411,2.617395832834079
OK,2004,14.4,4.644181529224811,2.667228206581955
OK,2005,14.8,5.433682078974012,2.694627180770069
OK,2006,15.0,4.19867690994451,2.70805020110221
OK,2007,14.7,3.988531053197475,2.6878474937846906
OK,2008,15.7,0.3151157065484966,2.7536607123542622
OK,2009,15.3,0.4221066064592049,2.72785282839839
OK,2010,16.5,-0.1221896383186704,2.803360380906535
OK,2011,18.5,-0.8514803034010199,2.917770732084279
OK,2012,17.6,1.3770297616109817,2.8678989020441064
OK,2013,17.2,1.1051606621226728,2.8449093838194077
OK,2014,19.1,3.76558963740552,2.9496883350525844
OK,2015,20.3,3.8841709592092544,3.0106208860477417
OK,2016,21.0,2.099526489770387,3.044522437723423
OK,2017,19.1,3.530801540077011,2.9496883350525844
OK,2018,20.3,2.493344039217349,3.0106208860477417
OK,2019,20.5,4.609739001360658,3.0204248861443626
OK,2020,19.5,5.790075282803198,2.970414465569701
OK,2021,20.0,15.599850968703421,2.995732273553991
OK,2022,20.5,12.601927353595265,3.0204248861443626
OR,1999,13.9,,2.631888840136646
OR,2000,14.1,3.805720805150359,2.6461747973841225
OR,2001,14.4,5.4953681896687145,2.667228206581955
OR,2002,14.4,4.561690727786871,2.667228206581955
OR,2003,16.2,6.0387161056152605,2.785011242238338
OR,2004,15.1,11.460116111278884,2.714694743820879
OR,2005,14.9,19.56705003914012,2.7013612129514133
OR,2006,15.3,12.696094477878784,2.72785282839839
OR,2007,15.3,2.140542956094293,2.72785282839839
OR,2008,14.5,-6.9148819810557205,2.6741486494265287
OR,2009,16.2,-9.393213009964274,2.785011242238338
OR,2010,17.1,-4.63753080015562,2.8390784635086144
OR,2011,16.6,-5.211194821443144,2.8094026953624978
OR,2012,17.8,0.9641043298614038,2.87919845729804
OR,2013,16.8,7.678972347742063,2.8213788864092133
OR,2014,18.6,7.741033017498489,2.923161580719156
OR,2015,17.8,10.063201215031103,2.87919845729804
OR,2016,17.8,10.790117961273094,2.87919845729804
OR,2017,19.0,6.717827152557376,2.9444389791664403
OR,2018,18.7,5.265238507586312,2.928523523860541
OR,2019,18.4,5.030490530946552,2.91235066461494
OR,2020,17.8,6.885513859565484,2.8791984572980396
OR,2021,18.2,20.041098508984344,2.9014215940827497
OR,2022,18.5,5.119630558541344,2.917770732084279
PA,1999,10.3,,2.33214389523559
PA,2000,10.8,4.776619029226215,2.379546134130174
PA,2001,10.2,6.967313836323408,2.322387720290225
PA,2002,10.7,7.264024506988331,2.3702437414678603
PA,2003,10.6,7.643152934456654,2.360854001118021
PA,2004,11.1,11.16970119059464,2.4069451083182885
PA,2005,11.1,11.315294889770588,2.4069451083182885
PA,2006,10.8,5.308999303210582,2.379546134130174
PA,2007,11.1,1.2469779870212472,2.4069451083182885
PA,2008,11.8,-2.370240040216165,2.468099531471619
PA,2009,12.2,-2.6981102929818257,2.501435951739211
PA,2010,11.9,-0.2460708048896642,2.476538400117484
PA,2011,13.2,-2.4031192806556856,2.580216829592325
PA,2012,12.4,-0.4864791411876568,2.517696472610991
PA,2013,13.4,0.5625955866287891,2.5952547069568657
PA,2014,13.3,2.183477269023948,2.5877640352277083
PA,2015,14.0,2.293626747461852,2.6390573296152584
PA,2016,14.7,3.3360180830886765,2.6878474937846906
PA,2017,15.0,3.514947326075468,2.70805020110221
PA,2018,14.6,3.4927497510383487,2.681021528714291
PA,2019,14.8,5.123330751719135,2.6946271807700692
PA,2020,14.0,6.157349526701195,2.6390573296152584
PA,2021,14.5,14.523659305993686,2.6741486494265287
PA,2022,15.0,9.791391214925827,2.70805020110221
RI,1999,9.1,,2.2082744135228043
RI,2000,7.1,11.688746650788918,1.9600947840472696
RI,2001,8.1,11.871522340319183,2.091864061678393
RI,2002,7.9,16.639861806051947,2.066862759472976
RI,2003,7.7,17.033935091795826,2.0412203288596382
RI,2004,7.6,17.508836235109328,2.028148247292285
RI,2005,6.3,10.248983456803874,1.840549633397487
RI,2006,8.2,0.5658566159753464,2.1041341542702074
RI,2007,8.8,-4.144687264506408,2.174751721484161
RI,2008,9.9,-10.443745632424871,2.2925347571405443
RI,2009,10.8,-6.302914439545859,2.379546134130174
RI,2010,12.3,-1.7259686452499423,2.509599262378372
RI,2011,8.9,-4.895978983941351,2.186051276738094
RI,2012,9.5,-2.4526074268784503,2.2512917986064958
RI,2013,12.2,-0.9317195706782356,2.501435951739211
RI,2014,10.1,4.704716241759255,2.312535423847214
RI,2015,11.2,4.154283072452292,2.4159137783010487
RI,2016,11.2,5.85288522511096,2.4159137783010487
RI,2017,11.8,5.679027137123338,2.468099531471619
RI,2018,11.0,4.952478128601934,2.3978952727983707
RI,2019,10.3,5.339910701425898,2.33214389523559
RI,2020,9.8,7.28593402837121,2.2823823856765264
RI,2021,10.5,19.164290379621796,2.3513752571634776
RI,2022,11.0,9.789714316270736,2.3978952727983707
SC,1999,10.5,,2.3513752571634776
SC,2000,11.1,4.946857367799495,2.4069451083182885
SC,2001,11.4,5.755605568058675,2.4336133554004498
SC,2002,10.8,3.5980295566502507,2.379546134130174
SC,2003,11.5,3.149726110772977,2.4423470353692043
SC,2004,11.3,5.8821360082607965,2.424802725718295
SC,2005,11.8,8.383546375953465,2.468099531471619
SC,2006,11.8,7.291599717205477,2.468099531471619
SC,2007,11.6,2.569862521340638,2.451005098112319
SC,2008,12.0,-1.349102058694707,2.4849066497880004
SC,2009,13.0,-4.155936417724881,2.5649493574615367
SC,2010,13.5,-2.1896908490070865,2.602689685444384
SC,2011,13.6,-3.217556046731917,2.6100697927420065
SC,2012,13.7,-1.3963655345665682,2.617395832834079
SC,2013,14.0,0.02646990702444,2.6390573296152584
SC,2014,15.2,3.982666798981183,2.7212954278522306
SC,2015,14.8,5.045331636710659,2.694627180770069
SC,2016,15.7,5.193664637654827,2.7536607123542622
SC,2017,16.3,5.351796407185616,2.791165107812717
SC,2018,16.4,5.334062030332021,2.797281334830153
SC,2019,16.5,5.927828365372134,2.803360380906535
SC,2020,16.0,6.088362068965525,2.772588722239781
SC,2021,16.8,19.53229604321529,2.8213788864092133
SC,2022,17.0,16.34060140211282,2.833213344056216
SD,1999,13.7,,2.617395832834079
SD,2000,12.7,4.452195322117336,2.5416019934645457
SD,2001,14.0,5.038302887448443,2.6390573296152584
SD,2002,12.3,4.562879850397383,2.509599262378372
SD,2003,13.5,5.468121255477065,2.602689685444384
SD,2004,14.8,5.61702488448006,2.694627180770069
SD,2005,15.4,6.951914586176455,2.734367509419584
SD,2006,16.0,3.6778503340088697,2.772588722239781
SD,2007,12.5,3.663215811192355,2.525728644308256
SD,2008,15.7,1.770375026188975,2.7536607123542622
SD,2009,16.3,-1.049922799794134,2.791165107812717
SD,2010,17.5,0.943167238808562,2.862200880929469
SD,2011,15.7,0.1786266359795174,2.7536607123542622
SD,2012,16.8,2.307718684634641,2.8213788864092133
SD,2013,18.0,3.220941144925593,2.8903717578961645
SD,2014,17.1,3.302269701594307,2.8390784635086144
SD,2015,20.4,4.48230338844533,3.0155349008501706
SD,2016,20.2,4.259927797833951,3.005682604407159
SD,2017,22.5,4.71202677746998,3.1135153092103742
SD,2018,19.5,4.921601587257851,2.970414465569701
SD,2019,20.1,4.614576493762312,3.0007198150650303
SD,2020,18.8,5.734083149226765,2.9338568698359038
SD,2021,19.5,18.48466141134011,2.970414465569701
SD,2022,20.0,12.262279313039826,2.995732273553991
TN,1999,12.7,,2.5416019934645457
TN,2000,12.7,3.3772262220538085,2.5416019934645457
TN,2001,12.2,4.907216494845357,2.501435951739211
TN,2002,13.3,3.0005241090146795,2.5877640352277083
TN,2003,12.9,3.290505872874516,2.5572273113676265
TN,2004,13.2,4.651258261833413,2.580216829592325
TN,2005,14.0,7.363094304095408,2.6390573296152584
TN,2006,14.1,6.850816617340794,2.6461747973841225
TN,2007,13.4,2.978388729311998,2.5952547069568657
TN,2008,15.1,-1.0161049310974613,2.714694743820879
TN,2009,14.6,-3.4117212922271656,2.681021528714291
TN,2010,14.6,-0.6842178382884256,2.681021528714291
TN,2011,14.4,-2.2731246721454768,2.667228206581955
TN,2012,14.6,-0.0214707461084318,2.681021528714291
TN,2013,15.4,1.7538208239378683,2.734367509419584
TN,2014,14.8,4.86826831756304,2.694627180770069
TN,2015,15.7,4.799919498205485,2.7536607123542622
TN,2016,16.3,6.490846242478576,2.791165107812717
TN,2017,16.8,7.123106515989419,2.8213788864092133
TN,2018,17.4,6.366084955950835,2.856470206220483
TN,2019,17.0,5.89538656326658,2.833213344056216
TN,2020,16.4,7.397997309819182,2.797281334830153
TN,2021,17.2,22.62269227201039,2.8449093838194073
TN,2022,17.5,15.831284282201619,2.8622008809294686
TX,1999,10.2,,2.322387720290225
TX,2000,10.2,5.935665049782979,2.322387720290225
TX,2001,10.9,6.14531871309798,2.388762789235098
TX,2002,11.1,3.7915767964581626,2.4069451083182885
TX,2003,11.1,2.0616865361478665,2.4069451083182885
TX,2004,10.7,3.4935433745914457,2.3702437414678603
TX,2005,10.9,5.0220036241263255,2.388762789235098
TX,2006,10.3,5.738230219373919,2.33214389523559
TX,2007,10.5,4.130728705300935,2.3513752571634776
TX,2008,10.8,0.6671143944481761,2.379546134130174
TX,2009,11.6,-0.7471980074719831,2.451005098112319
