state,year,mean_roa,median_roa,roa_std,roa_iqr,n_firms
UT,1975,0.06840763433633974,0.06670182154019458,0.10654736832446726,0.13204282833609396,36
UT,1976,0.08334954560087046,0.06527519820652752,0.11594847709458356,0.15041329695148675,39
UT,1977,0.08917841577844793,0.0796457976803643,0.16443825897549827,0.1547937173000604,41
UT,1978,0.08564627383064462,0.08024224072672217,0.1626456751738922,0.1392107946425699,45
UT,1979,0.07168211765204431,0.08228491826366041,0.16069608905034663,0.12401962026103124,46
UT,1980,0.09697474435196358,0.08769358906992489,0.1522748683030001,0.13725202025397998,52
UT,1981,0.026071988555498752,0.050651510828610004,0.19116829133922753,0.17432519592336237,58
UT,1982,0.00856646601511701,0.0179594854620528,0.20327091116491303,0.1769026562428217,60
UT,1983,-0.024162029785184152,0.012435594700073997,0.20589080188622466,0.21971760137473695,64
UT,1984,-0.0031688589999213416,0.020337983814319192,0.18723874074453778,0.18056893882320074,65
UT,1985,0.017758386659676693,0.06426748460607612,0.27974751523295666,0.1871030036665615,58
UT,1986,0.01219536596780321,0.07729535231244156,0.2532763823683034,0.19852034492524473,58
UT,1987,0.05045169552522794,0.07663809385442394,0.24343528797347397,0.1901087280058849,61
UT,1988,0.0231377435887687,0.052184033718932384,0.24563365969354528,0.22414624711897263,58
UT,1989,0.07014616456435803,0.11333526832543275,0.22739697991296456,0.18493091761121339,60
UT,1990,0.07302087661261779,0.11246194215216879,0.18922521582291948,0.17674683444232714,62
UT,1991,0.049075549439170696,0.1192251897039131,0.23179477940484913,0.2183448783564029,61
UT,1992,0.04341675562249499,0.09728297166830177,0.25920505758646994,0.22313053588638154,66
UT,1993,0.01996467074380899,0.08569647420492345,0.27020368870303446,0.20735227819639873,73
UT,1994,0.010583790545571292,0.08358038361252991,0.28332307889535674,0.29403395499177765,77
UT,1995,0.02435202793688404,0.07527189294507437,0.2655525731442891,0.27818889980233286,78
UT,1996,0.051008941324637215,0.10314487987270797,0.23955650137037166,0.17983873543106427,81
UT,1997,0.00905375752598242,0.08223450748944752,0.27391233629079054,0.19692618609324147,75
UT,1998,-0.04199367928609008,0.05085932606014228,0.32212324055063646,0.2866354877705318,74
UT,1999,-0.03225367923293431,0.03929361480559733,0.3197908599467992,0.318007080619536,74
UT,2000,-0.03288138252527785,0.047962809511102364,0.32244338158505126,0.3197347107152413,77
UT,2001,-0.06893235840617648,0.02876671607127288,0.333299187065725,0.36695147370852044,71
UT,2002,-0.03705572752125769,0.0476032784170875,0.3149820706259728,0.372541878199568,59
UT,2003,-0.03141288762922571,0.03597751405371642,0.30099884048917885,0.26026379169566305,57
UT,2004,-0.04999635215975559,0.01149855845977057,0.3079707899622844,0.357816156499691,58
UT,2005,-0.1262374634294569,-0.01117254441408895,0.401096471058184,0.4256984723883844,60
UT,2006,-0.04843962986715513,0.03195349877595044,0.30192590235262384,0.37539668860681263,56
UT,2007,-0.07870505944316919,-0.012295418853263997,0.29781680080115863,0.40564898160112994,51
UT,2008,-0.07652850690933753,0.051931557888449616,0.37810542482387616,0.34134203247623296,50
UT,2009,0.012310356750627074,0.0764250915007012,0.3121306596475775,0.4021879293196369,48
UT,2010,0.05083072230709042,0.09651357871885743,0.2829926657576918,0.23040158872381178,53
UT,2011,0.020509939871088564,0.09573806727913241,0.2596726531639255,0.33641039503705517,53
UT,2012,0.04407044400700079,0.07432238365200561,0.28334147199963444,0.24852130388505372,55
UT,2013,0.026654415462134352,0.08152890227829034,0.2687836125843257,0.28547014458294834,57
UT,2014,-0.037195341546395214,0.06322460643985119,0.3310858221043863,0.24456440163714682,57
UT,2015,-0.009274343925409193,0.038822134777373445,0.26176071316170796,0.2864121664318596,53
